company_id,first_purchase,last_purchase,frequency,monetary,recency,customer_age_days,n_products,Возврат,Новая,Продление,Расширение
comp_6e5dffc3c808,2021-11-07,2022-11-07,2,79000,340,705,2,0,3,3,0
comp_6e6da5b64c40,2021-09-14,2021-09-14,1,11000,759,759,1,0,1,0,0
comp_6e9452ee56e1,2015-07-11,2017-09-23,6,60000,2211,3016,1,0,1,0,0
comp_6eb6cb17bfd7,2016-11-14,2019-04-24,7,105000,1633,2524,4,0,1,3,0
comp_6eba1699f050,2015-08-01,2015-08-01,1,14000,2995,2995,1,,,,
comp_6ee21b57965e,2015-10-18,2015-10-18,1,14000,2917,2917,1,0,1,0,0
comp_6eed8dbbf43a,2016-09-27,2022-03-31,23,809000,561,2572,8,0,0,26,0
comp_6ef15835d5b3,2018-11-10,2018-11-10,1,20000,1798,1798,2,0,2,0,0
comp_6f1b3b3870cb,2022-11-01,2023-09-16,3,40000,27,346,1,0,2,0,2
comp_6f3ef39e300e,2016-01-24,2020-09-01,5,129000,1137,2819,3,0,0,4,0
comp_6f8215b81f08,2020-05-23,2022-01-26,2,32000,625,1238,1,0,2,0,1
comp_6f9080c0a1b7,2021-04-10,2022-11-05,2,22000,342,916,1,0,2,0,0
comp_6fb042071579,2022-01-18,2023-02-20,3,51000,235,633,4,0,1,3,1
comp_6fc4db9837bf,2021-12-06,2022-12-06,3,83000,311,676,2,0,1,0,3
comp_6fdd3b740075,2021-08-28,2023-05-16,4,40000,150,776,1,0,0,0,3
comp_6ff0389c8b20,2016-04-19,2017-09-27,3,35000,2207,2733,2,0,1,0,0
comp_702e580dd76d,2022-04-10,2022-04-10,1,11000,551,551,1,0,1,0,0
comp_70487113b4f3,2016-01-10,2022-10-31,11,294000,347,2833,4,0,2,12,0
comp_704f86ef839c,2022-09-13,2022-09-13,1,10000,395,395,1,0,1,0,0
comp_70665fe8cbac,2015-10-26,2022-11-28,9,454000,319,2909,3,0,0,16,0
comp_7072a0518481,2014-10-01,2022-10-29,8,342000,349,3299,5,2,2,6,2
comp_707cc38d8e27,2014-09-27,2022-04-18,16,230000,543,3303,3,3,0,2,0
comp_70891f09c086,2018-04-07,2021-09-11,6,81000,762,2015,2,2,2,3,0
comp_709bb77d458d,2021-08-11,2022-08-22,2,187000,417,793,1,0,1,1,0
comp_70ae1468129e,2015-01-20,2015-04-28,2,20000,3090,3188,1,,,,
comp_70b5a61fca8e,2015-03-09,2015-04-10,2,22000,3108,3140,1,,,,
comp_70bb6d8c9426,2017-11-18,2022-10-18,5,101000,360,2155,4,1,0,6,0
comp_70d76d3bd175,2018-06-03,2018-06-03,1,10000,1958,1958,1,0,1,0,0
comp_70e3e3d2c730,2022-06-10,2023-06-23,2,27000,112,490,1,0,1,1,0
comp_71adcd148b3e,2021-04-24,2023-07-31,3,33000,74,902,2,1,1,1,0
comp_71be9ad19fc9,2017-06-27,2018-04-01,3,82000,2021,2299,2,0,2,1,0
comp_72104a6e68b3,2022-08-30,2022-08-30,1,72000,409,409,2,0,4,0,0
comp_726a8a4a22fe,2021-11-27,2021-11-27,1,10000,685,685,1,0,1,0,0
comp_7290df49ffe1,2021-11-28,2023-09-30,11,255000,13,684,3,1,6,0,7
comp_72949ae377df,2022-09-06,2022-09-06,1,30000,402,402,3,0,3,0,0
comp_72dcdd30e229,2015-09-15,2015-09-15,1,11000,2950,2950,1,,,,
comp_7319351c248e,2021-03-10,2021-03-10,1,10000,947,947,1,0,1,0,0
comp_732572415483,2021-10-31,2022-11-30,4,192000,317,712,3,0,5,4,1
comp_735534c41ac1,2014-12-05,2023-06-21,17,536000,114,3234,6,0,1,20,3
comp_735d548fb0eb,2021-03-29,2021-03-29,1,11000,928,928,1,0,1,0,0
comp_739a86439515,2018-03-26,2018-05-08,3,31000,1984,2027,2,0,1,2,0
comp_739c25440a9f,2022-09-17,2023-09-17,2,22000,26,391,1,0,1,1,0
comp_73bd13e0730c,2018-04-21,2023-09-21,9,208000,22,2001,3,1,1,11,0
comp_73c822ec6f16,2019-08-31,2023-09-10,8,151000,33,1504,5,3,5,2,2
comp_73f526bd37bb,2020-04-27,2020-04-27,1,10000,1264,1264,1,0,1,0,0
comp_740061295d72,2018-09-02,2023-09-21,6,167000,22,1867,2,0,1,10,0
comp_744fcedeec52,2020-04-10,2020-04-10,1,11000,1281,1281,1,0,1,0,0
comp_7478cd46171a,2022-11-18,2023-02-07,2,20000,248,329,1,0,1,0,1
comp_747bc2fdcd22,2014-10-05,2019-06-25,8,112000,1571,3295,2,0,1,2,0
comp_7489592b64a4,2018-05-26,2018-05-26,1,20000,1966,1966,2,0,2,0,0
comp_74c428801b3f,2021-05-03,2021-05-03,1,21000,893,893,2,0,2,0,0
comp_74d55d4508a5,2018-03-26,2018-10-05,2,22000,1834,2027,1,1,1,0,0
comp_74e89aa1adfe,2021-01-11,2021-01-11,1,12000,1005,1005,1,0,1,0,0
comp_74f809d0a87a,2021-03-06,2021-03-06,1,11000,951,951,1,0,1,0,0
comp_753dbf8cda63,2020-08-05,2020-11-08,4,44000,1069,1164,1,0,1,3,0
comp_754f6ab27fe9,2020-04-15,2023-04-29,2,90000,167,1276,4,0,7,0,0
comp_7557fa634b1b,2022-02-03,2023-02-03,2,31000,252,617,1,0,1,1,0
comp_75ac1c9d1f5d,2020-05-23,2023-06-03,12,120000,132,1238,1,1,1,4,6
comp_75ad2fde4cad,2022-04-09,2023-08-12,4,40000,62,552,1,0,1,0,3
comp_75ad86b7487e,2020-11-07,2021-03-14,3,32000,943,1070,2,0,1,2,0
comp_75afd6973a2f,2017-07-03,2023-08-30,8,212000,44,2293,2,1,1,6,1
comp_75cd8669d46f,2019-12-20,2022-12-20,4,87000,297,1393,2,0,1,3,0
comp_75d76a4255dd,2021-10-25,2021-10-25,1,11000,718,718,1,0,1,0,0
comp_75d82e3efa37,2015-11-16,2018-02-07,20,227000,2074,2888,2,0,1,0,0
comp_75e1e4aede2a,2017-02-01,2023-03-10,5,96000,217,2445,5,2,1,2,0
comp_75e2f640baa0,2020-08-15,2022-06-01,4,75000,499,1154,5,2,1,0,2
comp_7639bc35dcd8,2022-10-11,2022-10-11,1,11000,367,367,1,0,1,0,0
comp_7651bae1dd20,2018-05-21,2021-11-29,4,292000,683,1971,5,2,1,7,0
comp_768a60b57bdf,2019-07-14,2021-03-20,4,119000,937,1552,2,0,4,7,0
comp_769e2878484a,2021-10-10,2022-04-24,9,306000,537,733,2,0,11,17,2
comp_76ae50ceaa20,2018-04-14,2023-07-23,47,560000,82,2008,3,8,4,31,12
comp_76b9032ba39a,2014-09-28,2022-12-27,21,297000,290,3302,2,0,1,14,1
comp_76c2d4a40589,2022-03-11,2022-05-11,3,30000,520,581,1,0,1,0,2
comp_772f66a8a4cd,2020-10-19,2020-10-19,1,11000,1089,1089,1,0,1,0,0
comp_7764e59ab16a,2018-08-10,2022-10-30,5,61000,348,1890,4,1,3,1,0
comp_77807abe40f4,2019-08-15,2020-10-25,2,24000,1083,1520,1,0,1,1,0
comp_77fe4c514335,2017-01-16,2023-09-25,19,1222000,18,2461,7,0,11,26,3
comp_7814dc8fe12b,2020-10-12,2022-12-23,3,229000,294,1096,2,0,2,6,0
comp_7819358082fc,2020-06-08,2023-06-06,9,358000,129,1222,4,0,2,15,2
comp_782d26dd6d43,2021-05-23,2021-05-23,1,11000,873,873,1,0,1,0,0
comp_785a11369391,2018-05-06,2018-07-06,5,52000,1925,1986,2,0,1,4,0
comp_78703136ddaa,2022-04-16,2023-04-21,2,22000,175,545,1,0,1,1,0
comp_787ba9ec27d7,2021-09-28,2023-03-26,3,79000,201,745,3,0,4,2,0
comp_787e747b5325,2016-07-16,2016-07-16,1,12000,2645,2645,1,0,1,0,0
comp_78a554f24ee2,2016-02-15,2019-02-15,4,55000,1701,2797,1,0,1,0,0
comp_78c869dc4707,2014-06-02,2020-02-16,23,251000,1335,3420,2,0,1,5,0
comp_78d14a3ffe7d,2014-10-27,2022-03-27,6,147000,565,3273,3,0,0,6,0
comp_78f1c6e082c6,2019-10-07,2019-10-07,1,14000,1467,1467,1,0,1,0,0
comp_7908fb8bfb39,2021-02-20,2021-02-20,1,43000,965,965,1,0,1,0,0
comp_791512a319bb,2014-09-07,2014-09-07,1,10000,3323,3323,1,0,1,0,0
comp_793bb6a99329,2016-09-03,2022-08-01,9,279000,438,2596,4,0,2,10,0
comp_7945bd4080fb,2021-09-01,2022-05-01,9,99000,530,772,1,0,1,7,1
comp_79b5f3410e9e,2018-05-18,2023-05-20,9,242000,146,1974,5,0,2,14,0
comp_79ba53fdcca3,2019-10-01,2023-05-28,7,104000,138,1473,2,0,2,4,1
comp_79bfe40fce7c,2022-04-05,2022-04-05,1,11000,556,556,1,0,1,0,0
comp_79c35f8ae64b,2020-09-06,2023-09-06,4,112000,37,1132,2,0,1,6,0
comp_79c4be27fa61,2023-01-16,2023-01-16,1,30000,270,270,3,0,3,0,0
comp_79de0098c3bc,2021-09-18,2021-09-18,1,22000,755,755,2,0,2,0,0
comp_79f388ba4557,2021-02-27,2021-02-27,1,11000,958,958,1,0,1,0,0
comp_7a17a36579ca,2018-09-15,2022-04-19,3,81000,542,1854,2,0,5,3,0
comp_7a1ddc901334,2023-04-30,2023-04-30,1,16000,166,166,1,0,1,0,0
comp_7a202ca67903,2020-03-29,2022-11-10,19,454000,337,1293,3,0,3,31,8
comp_7a2b338f9e2b,2017-10-14,2017-10-14,1,10000,2190,2190,1,0,1,0,0
comp_7a2b64864871,2020-06-20,2020-06-20,1,14000,1210,1210,1,0,1,0,0
comp_7a3546a5a473,2016-12-10,2022-12-12,7,197000,305,2498,4,0,1,10,0
comp_7a3f53ea75de,2021-04-24,2023-04-26,3,93000,170,902,2,0,2,6,0
comp_7aae995c7da2,2020-04-07,2023-08-20,16,192000,54,1284,2,9,2,7,0
comp_7ac01a774f5d,2018-10-13,2022-04-17,11,241000,544,1826,2,0,1,22,0
comp_7ac7f61c9fdc,2020-06-01,2023-06-03,4,51000,132,1229,1,0,1,3,0
comp_7ac866cd43b9,2020-12-20,2020-12-20,1,10000,1027,1027,1,0,1,0,0
comp_7add772cb17e,2021-09-29,2021-09-29,1,55000,744,744,2,0,4,0,0
comp_7b16563a93e9,2022-03-25,2022-03-25,1,11000,567,567,1,0,1,0,0
comp_7b27f04621e8,2020-12-27,2022-12-27,3,51000,290,1020,4,0,1,4,0
comp_7b3e4c10b02c,2016-07-28,2023-04-23,18,1625000,173,2633,10,0,1,24,6
comp_7b5d176f09b3,2020-08-22,2021-09-27,2,36000,746,1147,2,0,2,1,0
comp_7b7b8205e053,2020-10-21,2023-01-25,7,94000,261,1087,5,0,1,7,1
comp_7b7bdaf571b3,2014-10-28,2015-10-29,4,43000,2906,3272,2,0,1,0,0
comp_7ba0aa13af6c,2014-11-08,2021-11-22,4,68000,690,3261,2,1,0,0,0
comp_7bc231cd2096,2019-12-01,2022-11-30,4,129000,317,1412,2,0,1,1,4
comp_7bd06d740eb7,2020-07-05,2020-07-05,1,10000,1195,1195,1,0,1,0,0
comp_7becea2074ca,2022-09-09,2022-09-09,1,11000,399,399,1,0,1,0,0
comp_7c0e56cd5d58,2020-11-21,2020-11-21,1,10000,1056,1056,1,0,1,0,0
comp_7c944b5ddf8c,2023-04-01,2023-04-01,1,15000,195,195,1,0,1,0,0
comp_7c949f35e338,2016-12-01,2016-12-01,1,13000,2507,2507,1,,,,
comp_7cbb45313e62,2020-04-19,2023-04-19,5,134000,177,1272,2,0,2,3,0
comp_7cf1d19d250f,2017-10-31,2018-09-01,1,25000,1868,2173,1,0,2,0,0
comp_7d03a202f333,2021-08-01,2022-08-02,2,36000,437,803,1,0,1,1,0
comp_7d27f19f6875,2020-07-11,2020-07-11,1,16000,1189,1189,1,0,1,0,0
comp_7d5925c6091f,2020-05-16,2023-02-25,6,60000,230,1245,1,0,1,4,1
comp_7d60fd3c58de,2021-02-13,2022-02-15,2,55000,605,972,2,0,2,2,0
comp_7d754b915db6,2018-02-27,2018-02-27,1,13000,2054,2054,1,0,1,0,0
comp_7d9ab7a9bf63,2019-08-16,2023-03-12,9,580000,215,1519,4,0,3,13,4
comp_7dbae209c546,2014-09-26,2020-09-30,18,232000,1108,3304,2,3,1,3,0
comp_7dc828d480e2,2014-10-04,2014-10-04,1,11000,3296,3296,1,,,,
comp_7de67ebac5fc,2020-06-08,2020-06-08,1,22000,1222,1222,1,0,2,0,0
comp_7debb8df12fa,2023-02-25,2023-02-25,1,33000,230,230,3,0,3,0,0
comp_7e20ffcbbf92,2021-01-05,2021-01-05,1,10000,1011,1011,1,0,1,0,0
comp_7e3d06fb4e9e,2020-06-20,2020-06-20,1,10000,1210,1210,1,0,1,0,0
comp_7e4345676bb8,2015-11-01,2016-11-13,2,40000,2525,2903,2,0,1,0,0
comp_7e60895d1928,2021-07-27,2022-01-30,2,28000,621,808,1,0,1,1,0
comp_7ea97ddb65d0,2022-11-28,2022-11-28,2,31000,319,319,1,0,2,0,0
comp_7eb6c3dbdd13,2018-10-12,2022-10-24,11,214000,354,1827,3,2,4,12,0
comp_7ebb3575e741,2022-08-19,2023-08-19,2,31000,55,420,1,0,1,1,0
comp_7ef5adbbd889,2020-11-10,2020-11-10,1,10000,1067,1067,1,0,1,0,0
comp_7f074e237560,2018-11-30,2022-12-25,5,128000,292,1778,3,0,2,5,3
comp_7f581db9de01,2020-06-14,2020-06-14,1,11000,1216,1216,1,0,1,0,0
comp_7f61011dcca1,2019-08-18,2019-08-18,1,15000,1517,1517,1,0,1,0,0
comp_7f7753cd40be,2016-12-13,2017-01-21,2,40000,2456,2495,2,0,1,0,0
comp_7f78e35d42ff,2022-06-26,2022-11-27,2,336000,320,474,3,0,7,0,0
comp_7f7f455587f9,2015-03-01,2017-03-01,3,53000,2417,3148,4,0,3,0,0
comp_7f9392fa93fd,2021-12-26,2023-02-06,8,108000,249,656,3,0,2,0,8
comp_7faf6f2a5f4c,2021-08-24,2023-08-30,3,73000,44,780,2,0,1,4,0
comp_7fcf51e89fdb,2022-07-09,2022-07-09,1,11000,461,461,1,0,1,0,0
comp_7ff4b4aa8685,2015-10-06,2017-08-02,5,53000,2263,2929,2,,,,
comp_805aaf4a30c2,2022-12-29,2022-12-29,1,30000,288,288,3,0,3,0,0
comp_8079cd12026a,2020-04-11,2023-10-08,23,536000,5,1280,3,7,1,17,27
comp_80940986c3f5,2023-02-28,2023-02-28,1,478000,227,227,2,0,3,0,0
comp_809cd1ba9f48,2020-01-01,2020-01-01,1,75000,1381,1381,1,1,0,0,0
comp_80b90f2d413f,2020-03-31,2023-09-24,38,382000,19,1291,1,1,2,22,10
comp_811b58ec68d6,2019-10-01,2021-10-01,4,51000,742,1473,2,0,1,3,0
comp_813353734fdc,2020-10-20,2020-10-20,1,11000,1088,1088,1,0,1,0,0
comp_8145b343d926,2023-03-04,2023-03-04,1,30000,223,223,3,0,3,0,0
comp_81731965d4d4,2018-07-03,2022-01-03,8,225000,648,1928,2,0,1,16,0
comp_8175463a7efa,2019-11-16,2020-07-01,4,42000,1199,1427,2,0,1,3,0
comp_8190684ded57,2016-11-26,2023-08-01,13,305000,73,2512,2,0,1,21,1
comp_8192d5e37a02,2017-11-06,2021-05-30,9,259000,866,2167,3,2,0,10,0
comp_81bdfae3c51d,2022-09-27,2023-09-30,4,134000,13,381,3,0,1,0,4
comp_81c45fd9d9f9,2020-03-16,2020-03-16,1,14000,1306,1306,1,0,1,0,0
comp_81d328249abf,2021-08-15,2022-08-16,2,41000,423,789,4,0,1,3,0
comp_81f992c273a2,2021-09-05,2022-03-14,2,20000,578,768,2,0,2,0,0
comp_82c73ad995bd,2020-11-18,2022-10-30,3,76000,348,1059,4,0,1,5,0
comp_82ff67ab0b22,2023-05-05,2023-05-05,1,46000,161,161,2,0,4,0,0
comp_8330101fecb6,2020-09-28,2022-04-27,7,72000,534,1110,1,1,1,5,0
comp_8333716188c5,2014-09-28,2015-03-01,2,21000,3148,3302,1,0,1,0,0
comp_83391646d216,2019-06-15,2023-06-15,6,119000,120,1581,2,0,1,7,1
comp_833b4d26e555,2021-03-03,2023-02-26,6,60000,229,954,1,1,1,0,4
comp_8371e58723e6,2022-04-02,2022-06-17,2,22000,483,559,1,0,1,0,1
comp_8385b3c4f7de,2015-10-03,2023-03-10,5,54000,217,2932,1,0,1,2,2
comp_83a7a3dcd3ea,2018-03-18,2023-03-31,7,266000,196,2035,2,0,1,17,0
comp_83e26f583ceb,2020-07-05,2021-05-05,5,50000,891,1195,1,0,1,4,0
comp_840228a95d07,2018-04-02,2018-04-02,1,16000,2020,2020,1,0,1,0,0
comp_841366dafd1b,2020-12-30,2021-12-20,2,58000,662,1017,2,0,2,2,0
comp_8457879628a1,2019-11-19,2023-04-30,6,150000,166,1424,3,0,1,5,0
comp_84ce5792c5d9,2020-05-17,2020-05-17,1,10000,1244,1244,1,0,1,0,0
comp_84e91c272380,2021-02-10,2023-03-07,9,90000,220,975,1,1,2,2,4
comp_8500c7d3d700,2018-12-08,2019-02-01,2,26000,1715,1770,1,0,1,1,0
comp_854fe5584319,2018-11-02,2018-11-02,2,71000,1806,1806,2,0,1,6,0
comp_855d53d10345,2020-07-01,2023-02-16,4,101000,239,1199,2,0,2,6,0
comp_855f1f20f7d3,2018-10-08,2021-10-10,5,61000,733,1831,2,2,2,2,0
comp_858669976728,2015-04-06,2016-04-04,2,33000,2748,3112,2,0,2,0,0
comp_858f2acce20f,2021-12-12,2023-04-24,7,113000,172,670,4,0,2,3,3
comp_859163e98fa2,2020-08-30,2021-06-15,8,85000,850,1139,1,0,2,6,0
comp_85c42146e91c,2020-03-17,2023-06-03,13,209000,132,1305,3,1,1,12,1
comp_85d9d5a18dcb,2022-08-19,2022-08-19,1,16000,420,420,1,0,1,0,0
comp_85ea14f3d09d,2020-04-07,2020-04-07,1,21000,1284,1284,2,0,2,0,0
comp_85ecc7c37003,2018-04-30,2018-04-30,1,54000,1992,1992,2,0,2,0,0
comp_85f6806756cb,2016-11-12,2016-11-12,1,10000,2526,2526,1,0,1,0,0
comp_8603c76505ff,2021-06-30,2022-12-31,4,56000,286,835,2,0,2,2,0
comp_860a0ece30e3,2019-07-12,2019-07-12,1,32000,1554,1554,2,0,3,0,0
comp_860d3c4a1ed7,2021-12-04,2023-02-28,2,39000,227,678,1,0,1,0,1
comp_861e40042f42,2014-08-17,2014-08-17,1,11000,3344,3344,1,,,,
comp_862e30d37a12,2020-10-28,2020-10-28,1,11000,1080,1080,1,0,1,0,0
comp_864b93d460fc,2022-12-28,2022-12-28,1,17000,289,289,1,0,1,0,0
comp_868c671cf0b9,2022-12-13,2023-01-22,2,58000,264,304,4,0,5,0,0
comp_869d0e380e44,2021-08-14,2023-04-14,5,50000,182,790,1,0,1,1,3
comp_86bcfc3b046b,2018-04-15,2018-04-15,1,21000,2007,2007,2,0,2,0,0
comp_86c075c9a2cc,2020-11-22,2023-09-18,35,350000,25,1055,1,0,1,11,22
comp_86c8f1a6793d,2020-11-03,2020-11-03,1,11000,1074,1074,1,0,1,0,0
comp_86d919e10330,2014-11-20,2020-12-05,3,34000,1042,3249,1,1,1,0,0
comp_86ddb5849dd2,2020-05-20,2021-09-21,7,83000,752,1241,1,3,1,3,0
comp_86e098650e7c,2019-09-20,2019-09-20,1,24000,1484,1484,2,0,2,0,0
comp_8737b7dae4e7,2015-12-15,2023-07-04,3,66000,101,2859,3,2,1,0,0
comp_874b3d6cc8a7,2020-02-01,2021-04-04,4,45000,922,1350,2,0,1,2,1
comp_875d80172196,2022-12-13,2022-12-13,1,10000,304,304,1,0,1,0,0
comp_878d887fc457,2020-07-01,2020-10-10,4,40000,1098,1199,1,0,1,3,0
comp_879cc9eecb8c,2020-09-08,2023-06-05,3,55000,130,1130,2,0,3,1,0
comp_879d79987ef9,2020-08-05,2022-08-04,3,105000,435,1164,2,0,2,4,0
comp_87f58125f501,2023-04-25,2023-04-25,1,11000,171,171,1,0,1,0,0
comp_88403afe6753,2020-01-17,2020-01-17,1,55000,1365,1365,2,0,4,0,0
comp_8857bb45b251,2018-09-22,2022-05-25,12,194000,506,1847,2,0,1,16,0
comp_8857d9207cc1,2016-09-03,2018-12-03,3,52000,1775,2596,1,0,1,0,0
comp_8862685c972c,2022-02-15,2022-03-29,2,20000,563,605,1,0,1,1,0
comp_8872246c69b0,2020-04-06,2020-04-06,2,40000,1285,1285,2,0,0,4,0
comp_887eab60ab61,2023-02-17,2023-02-17,1,163000,238,238,4,0,4,0,0
comp_88942364b2c3,2015-08-25,2015-08-25,1,24000,2971,2971,2,0,2,0,0
comp_8894acf0d85c,2021-01-10,2023-01-09,3,55000,277,1006,1,0,2,2,0
comp_88ae869cc695,2018-02-10,2019-02-11,3,147000,1705,2071,3,0,0,5,0
comp_88af89b76141,2020-07-26,2021-01-26,2,28000,990,1174,1,0,1,1,0
comp_88b08dde3ade,2016-03-19,2018-09-04,4,52000,1865,2764,2,1,1,0,0
comp_88c42c0ecfcc,2021-01-01,2023-03-01,4,41000,226,1015,2,0,1,1,2
comp_88c908c080d2,2019-09-15,2021-09-15,3,40000,758,1489,2,0,1,2,0
comp_88f3261d7dbf,2020-04-11,2020-04-11,1,11000,1280,1280,1,0,1,0,0
comp_88f35b831a2c,2021-11-28,2021-11-28,1,10000,684,684,1,0,1,0,0
comp_893398bf191a,2021-07-10,2021-07-10,1,23000,825,825,2,0,2,0,0
comp_89606a48c646,2019-03-22,2021-09-04,3,35000,769,1666,2,1,2,0,0
comp_89691b42ab00,2021-11-13,2021-11-13,1,13000,699,699,1,0,1,0,0
comp_89c32a9db2f8,2015-06-02,2023-04-30,13,390000,166,3055,4,0,1,11,0
comp_89c4c913eb14,2021-11-30,2021-11-30,1,20000,682,682,2,0,2,0,0
comp_89e706c89c58,2022-07-31,2022-07-31,1,30000,439,439,3,0,3,0,0
comp_89f18c147818,2021-08-14,2022-11-15,3,51000,332,790,4,0,2,3,0
comp_8a0102605f81,2016-03-28,2023-06-19,14,357000,116,2755,4,1,1,15,4
comp_8a0f537b14b1,2018-05-12,2023-09-30,6,155000,13,1980,2,1,1,9,0
comp_8a3c4a1194cc,2015-11-20,2023-05-06,8,195000,160,2884,3,2,0,7,0
comp_8a78d85a5f48,2021-07-12,2021-07-12,1,10000,823,823,1,0,1,0,0
comp_8a916e1b152b,2021-11-21,2021-11-21,1,10000,691,691,1,0,1,0,0
comp_8aa22d210b24,2014-12-06,2023-04-25,13,258000,171,3233,5,0,0,12,0
comp_8aa863247dde,2017-01-21,2017-01-21,1,12000,2456,2456,1,0,1,0,0
comp_8aaa8fbc453b,2020-10-17,2021-10-17,3,30000,726,1091,1,0,1,2,0
comp_8aabb73ffe67,2015-02-15,2023-03-17,9,184000,210,3162,2,0,1,11,0
comp_8aba5601bd02,2020-07-01,2023-08-04,4,64000,70,1199,1,0,1,3,0
comp_8ae41636b61f,2020-11-28,2022-11-11,3,30000,336,1049,1,1,1,0,1
comp_8b364c7505c9,2019-01-19,2023-02-03,6,117000,252,1728,3,0,2,4,0
comp_8ba60e372370,2022-04-27,2023-04-27,2,84000,169,534,3,0,3,2,0
comp_8bbbd0863bb7,2022-05-15,2022-05-15,1,29000,516,516,1,0,1,0,0
comp_8bc68cd42d25,2022-01-24,2023-01-28,3,79000,258,627,2,0,2,4,0
comp_8bc8b75893bc,2022-08-08,2023-05-27,11,180000,139,431,2,0,1,0,17
comp_8bd188ba784c,2016-07-02,2023-03-14,7,568000,213,2659,5,4,3,10,0
comp_8bf9a00653ac,2014-08-22,2022-05-14,9,166000,517,3339,2,0,1,7,0
comp_8c02753a6ebf,2020-06-29,2023-09-01,16,196000,42,1201,2,2,2,9,6
comp_8c0612b357e3,2021-07-10,2022-08-10,4,43000,429,825,1,0,1,1,2
comp_8c82ac927972,2020-05-13,2020-05-13,1,11000,1248,1248,1,0,1,0,0
comp_8c8724ede22e,2019-10-14,2023-04-15,2,22000,181,1460,1,0,1,0,1
comp_8c96f101048f,2022-04-15,2023-03-31,3,73000,196,546,5,0,2,1,3
comp_8c9706f243fe,2020-06-26,2023-04-15,5,106000,181,1204,2,1,1,4,2
comp_8cd66b98f0b0,2021-01-30,2021-01-30,1,10000,986,986,1,0,1,0,0
comp_8d2a338f8fd2,2018-03-24,2023-04-04,13,2249000,192,2029,5,0,2,30,2
comp_8d38cddca6a7,2021-07-31,2022-02-01,3,53000,619,804,2,0,4,0,1
comp_8d7f3cce68ce,2020-04-04,2021-09-15,3,39000,758,1287,3,0,1,2,0
comp_8d8d5458725f,2015-07-10,2018-03-17,6,94000,2036,3017,2,0,0,2,0
comp_8d90bd179d35,2018-06-01,2022-06-01,5,103000,499,1960,1,0,1,4,0
comp_8dc83b6c913c,2022-07-19,2023-03-31,6,60000,196,451,1,0,1,0,5
comp_8def7556169b,2022-12-28,2022-12-28,1,27000,289,289,2,0,2,0,0
comp_8e13ddb4bc89,2021-11-15,2023-02-17,2,41000,238,697,4,0,1,3,0
comp_8e19a88d86e3,2015-04-10,2015-04-10,1,11000,3108,3108,1,0,1,0,0
comp_8e35ec7ba811,2017-07-25,2019-08-30,3,36000,1505,2271,1,0,0,1,0
comp_8e4cc032dd09,2016-06-21,2016-06-21,1,11000,2670,2670,1,0,1,0,0
comp_8e4e7685a1ff,2020-10-26,2023-09-04,6,66000,39,1082,1,1,1,3,1
comp_8ebec622d5bd,2016-12-10,2018-07-14,4,45000,1917,2498,2,1,1,1,0
comp_8ec1eee10c4a,2017-09-04,2017-12-30,4,44000,2113,2230,2,0,1,0,0
comp_8ecd8fb93604,2020-08-29,2022-12-28,3,97000,289,1140,3,2,2,2,0
comp_8ee83512e33f,2015-11-23,2023-03-31,13,240000,196,2881,3,2,1,11,2
comp_8ef98a3a0391,2021-09-22,2023-09-22,3,250000,21,751,2,0,4,9,0
comp_8efd5f96f92a,2014-09-28,2014-09-28,1,10000,3302,3302,1,,,,
comp_8f3058315511,2021-05-10,2022-05-10,2,20000,521,886,1,0,1,1,0
comp_8f6e8963e9cf,2015-04-19,2018-09-12,3,41000,1857,3099,3,0,3,0,0
comp_8ffa6c7ac620,2021-12-29,2021-12-29,1,15000,653,653,1,0,1,0,0
comp_909134f3cf0f,2015-12-15,2017-06-07,2,22000,2319,2859,1,0,1,0,0
comp_90b159140c93,2019-04-20,2020-05-23,3,80000,1238,1637,2,0,2,3,2
comp_91040a0f3297,2023-02-20,2023-09-12,7,70000,31,235,1,0,1,1,5
comp_911bfbbd4e92,2018-05-12,2023-10-02,7,82000,11,1980,2,2,2,2,1
comp_912b826355ae,2022-03-13,2022-05-30,2,32000,501,579,2,0,3,0,0
comp_914b2dca844d,2020-09-29,2022-03-29,3,97000,563,1109,3,0,2,4,0
comp_916478fa2ae0,2019-03-02,2019-03-02,1,11000,1686,1686,1,0,1,0,0
comp_91a57ec41651,2015-03-01,2018-12-21,6,91000,1757,3148,3,0,1,2,0
comp_91b022045aca,2017-12-03,2020-01-12,3,49000,1370,2140,1,0,0,1,0
comp_91bee56e657b,2019-12-01,2019-12-01,1,32000,1412,1412,2,0,3,0,0
comp_91ea57c75600,2020-04-12,2022-10-01,14,160000,377,1279,4,4,1,4,7
comp_91ecf5f28c0c,2020-07-19,2020-07-19,1,11000,1181,1181,1,0,1,0,0
comp_91fc9e6089c2,2021-12-05,2022-12-05,2,34000,312,677,1,0,0,2,0
comp_9214fac98829,2020-09-29,2020-09-29,1,10000,1109,1109,1,0,1,0,0
comp_9218845a7aaa,2018-05-06,2023-05-05,9,604000,161,1986,3,0,1,24,0
comp_922a10d0b373,2020-12-06,2021-03-13,2,20000,944,1041,1,1,1,0,0
comp_922b2801a8fd,2014-10-01,2020-05-16,14,163000,1245,3299,3,3,0,2,0
